index,value,weight,type
3753,6084.59,1,low
3758,6121.87,1,high
3769,5977.83,1,low
3778,5908.49,1,low
3778,5908.49,1,low
3786,6009.82,1,high
3786,6009.82,1,high
3804,5837.66,1,low
3808,5986.09,1,high
3808,5986.09,1,high
3817,5732.59,1,low
3817,5732.59,1,low
3822,5865.08,1,high
3826,5742.35,1,low
3830,5860.59,1,high
3842,5666.29,1,low
3846,5783.01,1,high
3846,5783.01,1,high
3860,5528.41,1,low
3860,5528.41,1,low
3864,5642.1900000000005,1,high
3864,5642.1900000000005,1,high
3866,5546.09,1,low
3876,5504.650000000001,1,low
3876,5504.650000000001,1,low
3876,5504.650000000001,1,low
3876,5504.650000000001,1,low
3893,5703.52,1,high
3893,5703.52,1,high
3898,5597.76,1,low
3898,5597.76,1,low
3910,5715.33,1,high
3910,5715.33,1,high
3912,5632.33,1,low
3921,5603.1,1,low
3921,5603.1,1,low
3921,5603.1,1,low
3937,5786.95,1,high
3937,5786.95,1,high
3937,5786.95,1,high
3937,5786.95,1,high
3944,5783.62,1,high
3952,5670.9400000000005,1,low
3954,5732.28,1,high
3968,5488.7300000000005,1,low
3968,5488.7300000000005,1,low
3968,5488.7300000000005,1,low
3979,5650.57,1,high
3984,5571.4800000000005,1,low
3988,5695.31,1,high
3988,5695.31,1,high
